protocol,velocity_mps,seed_offset,pdr
PZ-2021,3.5,11,0.8723739439121951
PZ-2021,3.5,12,0.8640843813928832
PZ-2021,3.5,13,0.851724410389945
PZ-2021,3.5,14,0.8721684337894303
PZ-2021,3.5,15,0.8643232318715021
PZ-2021,3.5,16,0.8757614813306945
PZ-2021,3.5,17,0.8643458934655097
PZ-2021,3.5,18,0.8662056564589593
PZ-2021,3.5,19,0.8533496970046173
PZ-2021,3.5,20,0.8688828166400693
PZ-2021,3.5,21,0.864536097647187
PZ-2021,3.5,22,0.8840175362145328
PZ-2021,3.5,23,0.8641021078286717
PZ-2021,3.5,24,0.8659594108053617
PZ-2021,3.5,25,0.8720751242416059
PZ-2021,3.5,26,0.8848871119882715
PZ-2021,3.5,27,0.8633918966490755
PZ-2021,3.5,28,0.8711988717847234
PZ-2021,3.5,29,0.8793632944097154
DARE-IoT,3.5,0,0.849281145547077
DARE-IoT,3.5,1,0.859166310556157
DARE-IoT,3.5,2,0.8504100770235558
DARE-IoT,3.5,3,0.8645532259839869
DARE-IoT,3.5,4,0.8672988349181965
DARE-IoT,3.5,5,0.8682462707646867
DARE-IoT,3.5,6,0.8581548483824446
DARE-IoT,3.5,7,0.8418756919130457
DARE-IoT,3.5,8,0.8611543224489676
DARE-IoT,3.5,9,0.8494501420022824
DARE-IoT,3.5,10,0.8429952405570399
DARE-IoT,3.5,11,0.8505055590523165
DARE-IoT,3.5,12,0.8583239269104839
DARE-IoT,3.5,13,0.8587754350751641
DARE-IoT,3.5,14,0.8536213550905364
DARE-IoT,3.5,15,0.8504599511689318
DARE-IoT,3.5,16,0.861181506713245
DARE-IoT,3.5,17,0.8681337709146232
DARE-IoT,3.5,18,0.8605683549937834
DARE-IoT,3.5,19,0.8470279160283035
DARE-IoT,3.5,20,0.8496289962432189
DARE-IoT,3.5,21,0.8384894798395384
DARE-IoT,3.5,22,0.8658520530647232
DARE-IoT,3.5,23,0.8510027717678842
DARE-IoT,3.5,24,0.8614729540904164
DARE-IoT,3.5,25,0.8502936665222321
DARE-IoT,3.5,26,0.8700577463951088
DARE-IoT,3.5,27,0.8265713130352056
DARE-IoT,3.5,28,0.8342276455260305
DARE-IoT,3.5,29,0.8360179339075052
PSO-Energy,3.5,0,0.8201247442107762
PSO-Energy,3.5,1,0.8271715950158837
PSO-Energy,3.5,2,0.8101977490375489
PSO-Energy,3.5,3,0.819712466714486
PSO-Energy,3.5,4,0.8146327083360332
PSO-Energy,3.5,5,0.8284274782275645
PSO-Energy,3.5,6,0.8259983823191304
PSO-Energy,3.5,7,0.8152871180251589
PSO-Energy,3.5,8,0.8333189257165621
PSO-Energy,3.5,9,0.8340071575618159
PSO-Energy,3.5,10,0.8474726357100498
PSO-Energy,3.5,11,0.8267313986681828
PSO-Energy,3.5,12,0.8411616542513939
PSO-Energy,3.5,13,0.8203324491024302
PSO-Energy,3.5,14,0.826061465492854
PSO-Energy,3.5,15,0.8239971497792241
PSO-Energy,3.5,16,0.8207725232995393
PSO-Energy,3.5,17,0.8294718189779189
PSO-Energy,3.5,18,0.8282010380703739
PSO-Energy,3.5,19,0.8400991762583403
PSO-Energy,3.5,20,0.8353690515896164
PSO-Energy,3.5,21,0.8273713196474699
PSO-Energy,3.5,22,0.8437081972123346
PSO-Energy,3.5,23,0.8406180372512624
PSO-Energy,3.5,24,0.8415310902611461
PSO-Energy,3.5,25,0.8318553333641656
PSO-Energy,3.5,26,0.8404221455415194
PSO-Energy,3.5,27,0.8380389134419739
PSO-Energy,3.5,28,0.8299244920297
PSO-Energy,3.5,29,0.8176634476501349
GWO-WBAN,3.5,0,0.7777568687600379
GWO-WBAN,3.5,1,0.796298960045697
GWO-WBAN,3.5,2,0.800004955710262
GWO-WBAN,3.5,3,0.8149623790380423
GWO-WBAN,3.5,4,0.8056339152633465
GWO-WBAN,3.5,5,0.7950563828431876
GWO-WBAN,3.5,6,0.8078896529333718
GWO-WBAN,3.5,7,0.784584965972585
GWO-WBAN,3.5,8,0.8022018996063534
GWO-WBAN,3.5,9,0.7875065054611361
GWO-WBAN,3.5,10,0.8065816905867191
GWO-WBAN,3.5,11,0.7907116543264161
GWO-WBAN,3.5,12,0.7942898839302887
GWO-WBAN,3.5,13,0.7726303153012615
GWO-WBAN,3.5,14,0.7724334818083091
GWO-WBAN,3.5,15,0.8054660688132382
GWO-WBAN,3.5,16,0.799439892625157
GWO-WBAN,3.5,17,0.8140542927066426
GWO-WBAN,3.5,18,0.7932544125504141
GWO-WBAN,3.5,19,0.785545218431896
GWO-WBAN,3.5,20,0.7860792666930583
GWO-WBAN,3.5,21,0.7970347366643218
GWO-WBAN,3.5,22,0.7806703711234714
GWO-WBAN,3.5,23,0.8076711626900761
GWO-WBAN,3.5,24,0.7904199982510477
GWO-WBAN,3.5,25,0.7891411763168514
GWO-WBAN,3.5,26,0.7920004215475442
GWO-WBAN,3.5,27,0.8097244331403027
GWO-WBAN,3.5,28,0.7943245283932725
GWO-WBAN,3.5,29,0.7866957083978116
ACO-WBAN,3.5,0,0.799365437931069
ACO-WBAN,3.5,1,0.8050288698065842
ACO-WBAN,3.5,2,0.7787086090370854
ACO-WBAN,3.5,3,0.79743559874906
ACO-WBAN,3.5,4,0.816508971089592
ACO-WBAN,3.5,5,0.7970158235810831
ACO-WBAN,3.5,6,0.7785953592684067
ACO-WBAN,3.5,7,0.7682249164868468
ACO-WBAN,3.5,8,0.7961276480437139
ACO-WBAN,3.5,9,0.784179405061218
ACO-WBAN,3.5,10,0.7892431511466779
ACO-WBAN,3.5,11,0.7765787085503932
ACO-WBAN,3.5,12,0.7794684832543677
ACO-WBAN,3.5,13,0.8021469579364267
ACO-WBAN,3.5,14,0.7934834149214042
ACO-WBAN,3.5,15,0.8128955645722686
ACO-WBAN,3.5,16,0.7959196604826508
ACO-WBAN,3.5,17,0.7849085210612029
ACO-WBAN,3.5,18,0.7758610369769572
ACO-WBAN,3.5,19,0.7753062809115295
ACO-WBAN,3.5,20,0.7947413526503215
ACO-WBAN,3.5,21,0.7922946431764561
ACO-WBAN,3.5,22,0.8014462095672146
ACO-WBAN,3.5,23,0.7780763830340979
ACO-WBAN,3.5,24,0.808313522259131
ACO-WBAN,3.5,25,0.7844167533620591
ACO-WBAN,3.5,26,0.7911751191600372
ACO-WBAN,3.5,27,0.8041133081179135
ACO-WBAN,3.5,28,0.7952009030951954
ACO-WBAN,3.5,29,0.80677567464391
M-ATTEMPT,3.5,0,0.7254251666418873
M-ATTEMPT,3.5,1,0.7323899368437912
M-ATTEMPT,3.5,2,0.7371602568343284
M-ATTEMPT,3.5,3,0.71106530867885
M-ATTEMPT,3.5,4,0.7189483164875756
M-ATTEMPT,3.5,5,0.7045428922794446
M-ATTEMPT,3.5,6,0.7351188147766923
M-ATTEMPT,3.5,7,0.72353915655729
M-ATTEMPT,3.5,8,0.7266465242884916
M-ATTEMPT,3.5,9,0.718053647925639
M-ATTEMPT,3.5,10,0.7220450708676004
M-ATTEMPT,3.5,11,0.7058369110603316
M-ATTEMPT,3.5,12,0.714024838106914
M-ATTEMPT,3.5,13,0.7415777554518643
M-ATTEMPT,3.5,14,0.7136870336866197
M-ATTEMPT,3.5,15,0.7225053785255529
M-ATTEMPT,3.5,16,0.7091728072189809
M-ATTEMPT,3.5,17,0.7243212078048209
M-ATTEMPT,3.5,18,0.7181385779009881
M-ATTEMPT,3.5,19,0.7145101555372212
M-ATTEMPT,3.5,20,0.7177576346069844
M-ATTEMPT,3.5,21,0.7249161388670735
M-ATTEMPT,3.5,22,0.7159270204410609
M-ATTEMPT,3.5,23,0.7063249944606044
M-ATTEMPT,3.5,24,0.7099754678427198
M-ATTEMPT,3.5,25,0.7205075955451993
M-ATTEMPT,3.5,26,0.7199569863525062
M-ATTEMPT,3.5,27,0.7057059737029634
M-ATTEMPT,3.5,28,0.708079771395189
M-ATTEMPT,3.5,29,0.733572761058108
AODV,3.5,0,0.6152740830805288
AODV,3.5,1,0.6141645044406167
AODV,3.5,2,0.6074994809159533
AODV,3.5,3,0.5996771153988365
AODV,3.5,4,0.622951959548789
AODV,3.5,5,0.6040588261561054
AODV,3.5,6,0.598721831644749
AODV,3.5,7,0.6093001126504605
AODV,3.5,8,0.6095173582032652
AODV,3.5,9,0.6217265100488036
AODV,3.5,10,0.614779957816537
AODV,3.5,11,0.6115624755716152
AODV,3.5,12,0.5995972442036817
AODV,3.5,13,0.5938974339532483
AODV,3.5,14,0.6167017111285871
AODV,3.5,15,0.6077157306579468
AODV,3.5,16,0.596607693557877
AODV,3.5,17,0.6038099434064704
AODV,3.5,18,0.6134680318006007
AODV,3.5,19,0.6053344940938462
AODV,3.5,20,0.6189832146437091
AODV,3.5,21,0.6068170922499037
AODV,3.5,22,0.6131390426519857
AODV,3.5,23,0.612797360310355
AODV,3.5,24,0.616252289612505
AODV,3.5,25,0.5980528556211457
AODV,3.5,26,0.6091517774275476
AODV,3.5,27,0.618182855084288
AODV,3.5,28,0.6173627223974746
AODV,3.5,29,0.6110580727331862
PhysaRoute,4.0,0,0.9149268009192579
PhysaRoute,4.0,1,0.9138842045810023
PhysaRoute,4.0,2,0.901980985674853
PhysaRoute,4.0,3,0.8998482633082493
PhysaRoute,4.0,4,0.9135050766104219
PhysaRoute,4.0,5,0.892905575982175
PhysaRoute,4.0,6,0.9249447457877512
PhysaRoute,4.0,7,0.9085705561326426
PhysaRoute,4.0,8,0.9157584467056977
PhysaRoute,4.0,9,0.8999193627206764
PhysaRoute,4.0,10,0.9196419608371442
PhysaRoute,4.0,11,0.9179355375734326
PhysaRoute,4.0,12,0.8981879033899802
PhysaRoute,4.0,13,0.9291111740353504
PhysaRoute,4.0,14,0.9081012989978796
PhysaRoute,4.0,15,0.9181163823681033
PhysaRoute,4.0,16,0.9064019195468159
PhysaRoute,4.0,17,0.917923805757869
PhysaRoute,4.0,18,0.9109636614342776
PhysaRoute,4.0,19,0.9221550763204078
PhysaRoute,4.0,20,0.9326946885009758
PhysaRoute,4.0,21,0.9239532619251161
PhysaRoute,4.0,22,0.911043426447489
PhysaRoute,4.0,23,0.9038713343354752
PhysaRoute,4.0,24,0.9120048675292318
PhysaRoute,4.0,25,0.9149054078787645
PhysaRoute,4.0,26,0.9007056935829633
PhysaRoute,4.0,27,0.9090224020490527
PhysaRoute,4.0,28,0.9067244796423386
PhysaRoute,4.0,29,0.9082249967630137
RL-WBAN,4.0,0,0.8619770408333101
RL-WBAN,4.0,1,0.8776612733584271
RL-WBAN,4.0,2,0.8712460292184434
RL-WBAN,4.0,3,0.8623104929945381
RL-WBAN,4.0,4,0.8503368927727286
RL-WBAN,4.0,5,0.8635556513525786
RL-WBAN,4.0,6,0.8680807093525308
RL-WBAN,4.0,7,0.853700080303404
RL-WBAN,4.0,8,0.8722697285861616
RL-WBAN,4.0,9,0.8765117096919349
RL-WBAN,4.0,10,0.8684295051231379
RL-WBAN,4.0,11,0.8741997439629353
RL-WBAN,4.0,12,0.8613760985222224
RL-WBAN,4.0,13,0.8841171216996412
RL-WBAN,4.0,14,0.8609029002541317
RL-WBAN,4.0,15,0.8637767012608137
RL-WBAN,4.0,16,0.853495926444453
RL-WBAN,4.0,17,0.8705065603247436
RL-WBAN,4.0,18,0.8947816828057488
RL-WBAN,4.0,19,0.8708643580058102
RL-WBAN,4.0,20,0.8666243363044823
RL-WBAN,4.0,21,0.8778076736677581
RL-WBAN,4.0,22,0.8624029041730221
RL-WBAN,4.0,23,0.8655190903023923
RL-WBAN,4.0,24,0.8723020060663708
RL-WBAN,4.0,25,0.8843719364907783
RL-WBAN,4.0,26,0.8604688027899475
RL-WBAN,4.0,27,0.8630251566197923
RL-WBAN,4.0,28,0.8711989670348511
RL-WBAN,4.0,29,0.8519549076236904
PZ-2021,4.0,0,0.8701065844419477
PZ-2021,4.0,1,0.8297524509372513
PZ-2021,4.0,2,0.8241234143862188
PZ-2021,4.0,3,0.8578269930484197
PZ-2021,4.0,4,0.8446285391672204
PZ-2021,4.0,5,0.850481693588926
PZ-2021,4.0,6,0.8357489007576019
PZ-2021,4.0,7,0.85880145681226
PZ-2021,4.0,8,0.8446159976422217
PZ-2021,4.0,9,0.8532727491894161
PZ-2021,4.0,10,0.851368222482321
PZ-2021,4.0,11,0.845361764827135
PZ-2021,4.0,12,0.8447624417903803
